"","title","details","points","price_info","price_info2"
"91","


グレースコトブキ
グレース寿","所在地
〒602-8263　京都府京都市上京区須浜東町
最寄り駅

京都市営烏丸線「今出川」駅 自転車8分(約1.8km)
京都地下鉄東西線「二条城前」駅 自転車8分(約1.8km)
京都市営烏丸線「丸太町」駅 自転車8分(約1.9km)
間取り／面積

1R／17m2／6帖
契約年数
2年

更新料
1ヶ月分
完成年月
1996年08月
向き
北、南
階数・全部屋数

地上4階
建　14部屋

物件種別
マンション
構造
鉄骨造
損害保険
要
各室専用設備
室内洗濯置場／セパレート（バス・トイレ）／IHコンロ／エアコン／インターフォン／クローゼット／吊棚／フローリング
共同設備
オートロック／インターネット対応（無料）
設備備考
電気／都市ガス／水道（公営）
取引様態
媒介
","家賃リーズナブル
コンビニ・商店街徒歩圏内
生活便利
","賃料

3.4万円～4.5万円
共益費
4,000円
敷金
なし
礼金
なし




















","賃料

3.4万円～4.5万円
共益費
4,000円
敷金
なし
礼金
なし
"
"92","


クロスキタオオジ
CROSS北大路","所在地
〒603-8165　京都府京都市北区紫野西御所田町
最寄り駅

京都市営烏丸線「北大路」駅 徒歩9分
京都市営烏丸線「鞍馬口」駅 徒歩14分
京阪本線「出町柳」駅 自転車13分(約3.0km)
間取り／面積

1K／28.1m2／8.3帖
契約年数
2年

更新料
0.5ヶ月分
完成年月
2016年02月
向き
西
階数・全部屋数

地上5階
建　12部屋

物件種別
マンション
構造
鉄筋コンクリート造
損害保険
要
各室専用設備
シャワー／室内洗濯置場／独立洗面化粧台／洗面（浴室別）／ガスキッチン２口／エアコン／インターフォン（TVモニター付)／クローゼット／フローリング／バルコニー／居室仕切ドア
共同設備
オートロック／エレベータ／防犯カメラ／駐輪場／光ケーブル／インターネット対応（無料）
設備備考
電気／都市ガス／水道（公営）／排水（公共下水）／専用トイレ（水洗）
取引様態
媒介
","2口ガスキッチン
ネット無料
区役所徒歩圏内で便利
","賃料

6.6万円
管理費
6,000円
敷金
5万円
礼金
15万円




















","賃料

6.6万円
管理費
6,000円
敷金
5万円
礼金
15万円
"
"93","


ソラーレカモガワ
Solare鴨川","所在地
〒606-8307　京都府京都市左京区吉田上阿達町
最寄り駅

京阪本線「神宮丸太町」駅 徒歩6分
京阪本線「出町柳」駅 徒歩11分
間取り／面積

1DK／30.2m2／12.7帖
契約年数
2年

更新料
1ヶ月分
完成年月
2005年01月
向き
西
階数・全部屋数

地上5階
建　0部屋

物件種別
マンション
構造
鉄筋コンクリート造
損害保険
要
各室専用設備
室内洗濯置場／セパレート（バス・トイレ）／洗面（浴室別）／温水洗浄便座／電化キッチン２口（IH）／エアコン／クローゼット／フローリング／バルコニー
共同設備
オートロック／駐輪場(原付まで)
設備備考
コンビニ近い
取引様態
媒介
","宅配BOX
IHキッチン2口
温水洗浄便座
","賃料

7.1万円～7.7万円
管理費
6,000円
敷金
10万円
礼金
20万円




















","賃料

7.1万円～7.7万円
管理費
6,000円
敷金
10万円
礼金
20万円
"
"94","


プチ・パレ
プチ・パレ","所在地
〒602-8483　京都府京都市上京区杉若町670-3
最寄り駅

京都市営烏丸線「今出川」駅 自転車7分(約1.6km)
京福電気鉄道北野線「北野白梅町」駅 自転車7分(約1.7km)
京都市営烏丸線「鞍馬口」駅 自転車9分(約2.0km)
間取り／面積

1K／23.8m2
契約年数
2年

更新料
なし
完成年月
1994年10月
向き
北
階数・全部屋数

地上3階
建　12部屋

物件種別
マンション
構造
鉄骨造
損害保険
要
各室専用設備
シャワー／ユニットバス／ガスコンロ設置可／エアコン／インターフォン（TVモニター付)／クローゼット／シューズケース
共同設備
防犯カメラ／コインランドリー／駐輪場／光ケーブル
設備備考
給湯（ガス）／都市ガス
取引様態
媒介
","個別のランドリースペースあり
閑静な住宅街
","賃料

3.7万円
管理費
3,500円
敷金
なし
礼金
なし




















","賃料

3.7万円
管理費
3,500円
敷金
なし
礼金
なし
"
"95","


モリマンションナナ
森マンションⅦ","所在地
〒606-8301　京都府京都市左京区吉田泉殿町56
最寄り駅

京阪本線「出町柳」駅 徒歩5分
間取り／面積

1K／19m2
契約年数
2年

更新料
1ヶ月分
完成年月
1991年03月
向き
南
階数・全部屋数

地上4階
建　20部屋

物件種別
マンション
構造
鉄筋コンクリート造
損害保険
要
各室専用設備
3点ユニットバス／室外洗濯機置場／電化キッチン（IH）／エアコン／クローゼット／フローリング／バルコニー
共同設備
インターネット対応
取引様態
媒介
","コンビニ徒歩5分
IHキッチン
水道料共益費込
","賃料

3.85万円～4.35万円
管理費
4,500円
敷金
5万円
礼金
なし




















","賃料

3.85万円～4.35万円
管理費
4,500円
敷金
5万円
礼金
なし
"
"96","


ゼクウホリカワ
是空HORIKAWA","所在地
〒602-8043　京都府京都市上京区五町目
最寄り駅

京都地下鉄東西線「二条城前」駅 徒歩13分
京都市営烏丸線「丸太町」駅 徒歩12分
ＪＲ山陰本線「二条」駅 自転車8分(約1.8km)
間取り／面積

1K／22.7m2／8帖
契約年数
2年

更新料
1ヶ月分
完成年月
2007年06月
向き
東
階数・全部屋数

地上9階
建　16部屋

物件種別
マンション
構造
鉄筋コンクリート造
損害保険
要
各室専用設備
シャワー／室内洗濯置場／独立洗面化粧台／セパレート（バス・トイレ）／洗面（浴室別）／洗濯機／専用台所／ガスキッチン２口／エアコン／床暖房／インターフォン（TVモニター付)／ディンプルキー／床下収納／クローゼット／フローリング／ロフト／バルコニー
共同設備
オートロック／エレベータ／宅配ボックス／防犯カメラ／駐輪場(原付まで)／駐輪場（大型バイク可）／BSアンテナ／インターネット対応
設備備考
シェアハウス／コンビニ近い／冷房／暖房／電気／都市ガス／専用トイレ（水洗）
取引様態
媒介
","スーパー徒歩2分
2人入居可
ペット飼育可
","賃料

6.8万円
管理費
7,000円
敷金
なし
礼金
1ヶ月分




















","賃料

6.8万円
管理費
7,000円
敷金
なし
礼金
1ヶ月分
"
"97","


ロイヤルムラサキノ
ロイヤル紫野","所在地
〒603-8224　京都府京都市北区紫野西藤ノ森町1-48
最寄り駅

京都市営烏丸線「鞍馬口」駅 徒歩19分
京都市営烏丸線「今出川」駅 自転車8分(約1.8km)
京都市営烏丸線「北大路」駅 自転車8分(約1.8km)
間取り／面積

1K／18m2
契約年数
2年

更新料
なし
完成年月
1991年05月
向き
南
階数・全部屋数

地上4階
建　0部屋

物件種別
マンション
構造
鉄骨造
損害保険
要
各室専用設備
室外洗濯機置場／IHコンロ／エアコン／クローゼット／フローリング
共同設備
インターネット対応（無料）
設備備考
都市ガス
取引様態
媒介
","","賃料

3.7万円
管理費
3,000円
敷金
なし
礼金
なし


















","賃料

3.7万円
管理費
3,000円
敷金
なし
礼金
なし
"
"98","


パインカンスリー
PINE館Ⅲ","所在地
〒606-8202　京都府京都市左京区田中大堰町
最寄り駅

京阪本線「出町柳」駅 徒歩5分
間取り／面積

1K／27.8m2
契約年数
2年

更新料
1ヶ月分
完成年月
2009年03月
向き
東
階数・全部屋数

地上4階
建　30部屋

物件種別
マンション
構造
鉄骨造
損害保険
要
各室専用設備
室内洗濯置場／セパレート（バス・トイレ）／洗面（浴室別）／温水洗浄便座／ガスコンロ設置可／エアコン／インターフォン（TVモニター付)／ディンプルキー／クローゼット／フローリング／バルコニー
共同設備
オートロック／エレベータ／宅配ボックス
取引様態
媒介
","独立洗面化粧台
オートロック
温水洗浄便座
","賃料

6.2万円～6.7万円
管理費
6,000円
敷金
10万円
礼金
2ヶ月分




















","賃料

6.2万円～6.7万円
管理費
6,000円
敷金
10万円
礼金
2ヶ月分
"
"99","


ドムスカワラマチ
ドムス河原町","所在地
〒602-0862　京都府京都市上京区出水町275
最寄り駅

京阪本線「神宮丸太町」駅 徒歩7分
京都市営烏丸線「丸太町」駅 徒歩14分
間取り／面積

1K／19m2／7帖
契約年数
2年

更新料
なし
完成年月
1990年04月
向き
東
階数・全部屋数

地上5階
建　22部屋

物件種別
マンション
構造
鉄骨造
損害保険
要
各室専用設備
シャワー／室内洗濯置場／ユニットバス   ／専用台所／ガスコンロ設置可／エアコン／クローゼット／フローリング
共同設備
オートロック／駐輪場／インターネット対応
設備備考
給湯（ガス）／照明／電気／天然ガス／排水（公共下水）／専用トイレ（水洗）
取引様態
媒介
","京阪神宮丸太町徒歩3分
更新料ナシ
オートロック
","賃料

4.3万円
管理費
6,000円
敷金
2万円
礼金
なし




















","賃料

4.3万円
管理費
6,000円
敷金
2万円
礼金
なし
"
"100","


フラッティセンボンカミダチウリ
フラッティ千本上立売","所在地
〒602-8488　京都府京都市上京区真倉町
最寄り駅

京都市営烏丸線「今出川」駅 自転車7分(約1.7km)
京都市営烏丸線「鞍馬口」駅 自転車8分(約1.9km)
京福電気鉄道北野線「北野白梅町」駅 自転車7分(約1.7km)
間取り／面積

1K／22.8m2／8帖
契約年数
1年

更新料
1ヶ月分
完成年月
2009年11月
向き
東
階数・全部屋数

地上3階
建　14部屋

物件種別
マンション
構造
鉄骨造
損害保険
要
各室専用設備
シャワー／室内洗濯置場／温水洗浄便座／浴室乾燥機／浴室テレビ／ガスキッチン２口／エアコン／オートロック（指紋認証キー）／クローゼット／フローリング／バルコニー
共同設備
オートロック／宅配ボックス／駐輪場／駐車場 ／BSアンテナ／インターネット対応（無料）
設備備考
給湯（ガス）／冷房／暖房／電気／都市ガス／水道（公営）／排水（公共下水）／専用トイレ（水洗）／セキュリティ
取引様態
媒介
","ネット無料
2口ガスキッチン
宅配BOX
","賃料

5.6万円
管理費
6,000円
敷金
なし
礼金
10万円




















","賃料

5.6万円
管理費
6,000円
敷金
なし
礼金
10万円
"
"101","


グレースマツモト
グレース・マツモト","所在地
〒603-8143　京都府京都市北区小山上総町8丁目
最寄り駅

京都市営烏丸線「北大路」駅 徒歩3分
京都市営烏丸線「北山」駅 自転車7分(約1.7km)
京都市営烏丸線「鞍馬口」駅 徒歩10分
間取り／面積

1K／18m2／7.1帖
契約年数
2年

更新料
1ヶ月分
完成年月
1998年01月
向き
西
階数・全部屋数

地上6階
建　9部屋

物件種別
マンション
構造
鉄筋コンクリート造
損害保険
要
各室専用設備
ユニットバス   ／電化キッチン（IH）／エアコン／インターフォン（TVモニター付)／フローリング
共同設備
エレベータ／駐車場 
取引様態
媒介
","カードキー
モニター付インターフォン
エレベーター
","賃料

4.5万円～4.7万円
管理費
5,500円
敷金
なし
礼金
1ヶ月分









間取図










","賃料

4.5万円～4.7万円
管理費
5,500円
敷金
なし
礼金
1ヶ月分
"
"102","


グリーンヒルキタオオジ
グリーンヒル北大路","所在地
〒603-8161　京都府京都市北区小山北大野町
最寄り駅

京都市営烏丸線「北大路」駅 徒歩7分
間取り／面積

1K／22.7m2～26m2／7帖
契約年数
2年

更新料
なし
完成年月
1993年03月
向き
東、
階数・全部屋数

地上4階
建　15部屋

物件種別
マンション
構造
鉄筋コンクリート造
損害保険
要
各室専用設備
室内洗濯置場／セパレート（バス・トイレ）／エアコン／クローゼット／バルコニー
共同設備
オートロック／駐輪場／BSアンテナ／電話設置可
取引様態
媒介
","北大路ビブレ徒歩圏内
日当良好
大谷大徒歩圏内
","賃料

5万円
管理費
2,500円
敷金
5万円
礼金
1ヶ月分




















","賃料

5万円
管理費
2,500円
敷金
5万円
礼金
1ヶ月分
"
"103","


レジデンスキタオオジ
レジデンス北大路","所在地
〒603-8162　京都府京都市北区小山東大野町
最寄り駅

京都市営烏丸線「北大路」駅 徒歩4分
京都市営烏丸線「鞍馬口」駅 徒歩12分
京都市営烏丸線「北山」駅 自転車7分(約1.7km)
間取り／面積

1K／21m2／7帖
契約年数
2年

更新料
1ヶ月分
完成年月
1999年02月
向き
北西
階数・全部屋数

地上4階
建　15部屋

物件種別
マンション
構造
軽量気泡コンクリート造
損害保険
要
各室専用設備
室内洗濯置場／セパレート（バス・トイレ）／ガスコンロ設置可／エアコン／クローゼット／フローリング
共同設備
オートロック／駐輪場／インターネット対応（無料）
設備備考
電気／都市ガス／水道（公営）／排水（公共下水）／専用トイレ（水洗）／洗面（浴室と一緒）
取引様態
媒介
","交通便利
オートロック
バス・トイレ別
","賃料

5.2万円～5.3万円
管理費
6,000円
敷金
なし
礼金
8万円









間取図










","賃料

5.2万円～5.3万円
管理費
6,000円
敷金
なし
礼金
8万円
"
"104","


アメージンググレース
アメージンググレイス","所在地
〒603-8161　京都府京都市北区小山北大野町
最寄り駅

京都市営烏丸線「北大路」駅 徒歩6分
京都市営烏丸線「鞍馬口」駅 徒歩13分
間取り／面積

1K／20.9m2／7.3帖
契約年数
2年

更新料
1ヶ月分
完成年月
1998年03月
向き
北
階数・全部屋数

地上4階
建　18部屋

物件種別
マンション
構造
鉄骨鉄筋コンクリート造
損害保険
要
各室専用設備
シャワー／室内洗濯置場／セパレート（バス・トイレ）／システムキッチン／専用台所／IHコンロ／エアコン／インターフォン／クローゼット／シューズケース／フローリング／居室仕切ドア
共同設備
オートロック／エレベータ／駐輪場／BSアンテナ／CATV／テレビ／インターネット対応
設備備考
コンビニ近い／給湯（ガス）／冷房／暖房／電気／水道（公営）／排水（公共下水）／専用トイレ（水洗）／セキュリティ
取引様態
媒介
","オートロック
セパレート
室内洗濯機置場
","賃料

4.9万円～5万円
管理費
6,000円
敷金
なし
礼金
5万円


















","賃料

4.9万円～5万円
管理費
6,000円
敷金
なし
礼金
5万円
"
"105","


コーポ　キタノ
コーポ・キタノ","所在地
〒606-0917　京都府京都市左京区松ケ崎堂ノ上町10丁目
最寄り駅

京都市営烏丸線「松ヶ崎」駅 徒歩8分
叡山電鉄叡山本線「一乗寺」駅 自転車7分(約1.6km)
京都市営烏丸線「北山」駅 徒歩18分
間取り／面積

1K／25.2m2／10帖
契約年数
2年

更新料
なし
完成年月
1993年03月
向き
南
階数・全部屋数

地上2階
建　12部屋

物件種別
アパート
構造
木造
損害保険
要
各室専用設備
室内洗濯置場／セパレート（バス・トイレ）／ガスコンロ設置可／エアコン／インターフォン（TVモニター付)／クローゼット
共同設備
防犯カメラシステム
取引様態
媒介
","室内洗濯機置場あり
居室は広々8帖
大型バイク駐輪可
","賃料

4.8万円
管理費
3,000円
敷金
5万円
礼金
5万円









間取図










","賃料

4.8万円
管理費
3,000円
敷金
5万円
礼金
5万円
"
"106","


シャーリアキタヤマ
Sharia Kitayama","所在地
〒606-0965　京都府京都市左京区松ケ崎横縄手町
最寄り駅

京都市営烏丸線「松ヶ崎」駅 徒歩4分
間取り／面積

1K／23m2／8帖～10帖
契約年数
2年

更新料
なし
完成年月
2000年03月
向き
南
階数・全部屋数

地上2階
建　16部屋

物件種別
アパート
構造
木造
損害保険
要
各室専用設備
室内洗濯置場／セパレート（バス・トイレ）／ガスコンロ／エアコン／クローゼット／フローリング／バルコニー
共同設備
オートロック／駐輪場／駐車場 ／BSアンテナ／CSアンテナ／インターネット対応
設備備考
給湯（ガス）／電気
取引様態
媒介
","広々居室
駅徒歩4分
閑静な住宅街
","賃料

4.9万円～5.2万円
共益費
4,000円
敷金
2ヶ月分～3ヶ月分
礼金
2ヶ月分～3ヶ月分




















","賃料

4.9万円～5.2万円
共益費
4,000円
敷金
2ヶ月分～3ヶ月分
礼金
2ヶ月分～3ヶ月分
"
"107","


パインカン
PINE館","所在地
〒606-0905　京都府京都市左京区松ケ崎杉ケ海道町
最寄り駅

京都市営烏丸線「松ヶ崎」駅 徒歩10分
叡山電鉄叡山本線「修学院」駅 徒歩15分
叡山電鉄叡山本線「一乗寺」駅 徒歩16分
間取り／面積

1K／27.7m2／9帖
契約年数
2年

更新料
なし
完成年月
2014年04月
向き
南
階数・全部屋数

地上4階
建　26部屋

物件種別
マンション
構造
鉄骨造
損害保険
要
各室専用設備
シャワー／室内洗濯置場／セパレート（バス・トイレ）／温水洗浄便座／ガスコンロ設置可／エアコン／床暖房／インターフォン（TVモニター付)／ディンプルキー／ウォークインクローゼット／フローリング／居室仕切ドア
共同設備
オートロック／駐輪場／光ケーブル／インターネット対応
取引様態
媒介
","独立洗面化粧台
室内洗濯機置場
モニター付インターフォン
","賃料

6.1万円～6.2万円
管理費
6,000円
敷金
10万円
礼金
2ヶ月分









間取図










","賃料

6.1万円～6.2万円
管理費
6,000円
敷金
10万円
礼金
2ヶ月分
"
"108","


グランツロクジュウニ
グランツ62","所在地
〒606-0916　京都府京都市左京区松ケ崎三反長町
最寄り駅

京都市営烏丸線「松ヶ崎」駅 徒歩6分
京都市営烏丸線「北山」駅 徒歩17分
叡山電鉄叡山本線「一乗寺」駅 自転車7分(約1.7km)
間取り／面積

1K／22m2／7.3帖
契約年数
2年

更新料
なし
完成年月
2001年03月
向き
西
階数・全部屋数

地上2階
建　8部屋

物件種別
マンション
構造
鉄筋コンクリート造
損害保険
要
各室専用設備
室内洗濯置場／セパレート（バス・トイレ）／電化キッチン（IH）／エアコン／クローゼット／フローリング／ロフト／バルコニー／居室仕切ドア
共同設備
オートロック／駐輪場／インターネット対応
取引様態
媒介
","工繊大生オススメ
温水洗浄便座
オール電化
","賃料

4.5万円～5.2万円
管理費
5,000円
敷金
なし
礼金
5万円









間取図










","賃料

4.5万円～5.2万円
管理費
5,000円
敷金
なし
礼金
5万円
"
"109","


ルミエールマツガサキ
ルミエール松ヶ崎","所在地
〒606-0961　京都府京都市左京区松ケ崎久土町
最寄り駅

京都市営烏丸線「松ヶ崎」駅 徒歩11分
叡山電鉄叡山本線「一乗寺」駅 徒歩15分
叡山電鉄叡山本線「修学院」駅 徒歩15分
間取り／面積

1K／22.5m2／8帖
契約年数
4年

更新料
なし
完成年月
1997年11月
向き
西
階数・全部屋数

地上2階
建　26部屋

物件種別
アパート
構造
鉄骨造
損害保険
要
各室専用設備
室内洗濯置場／セパレート（バス・トイレ）／ガスコンロ／エアコン／インターフォン（TVモニター付)／クローゼット／フローリング／バルコニー
共同設備
駐輪場
取引様態
媒介
","室内洗濯機置場
モニター付インターフォン
駐輪場
","賃料

4.5万円
管理費
3,000円
敷金
5万円
礼金
5万円









間取図










","賃料

4.5万円
管理費
3,000円
敷金
5万円
礼金
5万円
"
"110","


ミッシングエヌエム
ミッシングN.M","所在地
〒606-0952　京都府京都市左京区松ケ崎木ノ本町
最寄り駅

京都市営烏丸線「松ヶ崎」駅 徒歩6分
叡山電鉄叡山本線「修学院」駅 徒歩14分
京都市営烏丸線「北山」駅 徒歩18分
間取り／面積

1K／23m2／7帖
契約年数
2年

更新料
1ヶ月分
完成年月
1992年11月
向き
東
階数・全部屋数

地上3階
建　11部屋

物件種別
マンション
構造
鉄骨造
損害保険
要
各室専用設備
室内洗濯置場／セパレート（バス・トイレ）／ガスコンロ設置可／エアコン／インターフォン（TVモニター付)／クローゼット／シューズケース／フローリング／バルコニー
共同設備
駐輪場／BSアンテナ
取引様態
媒介
","採光よし
光ネット
2口ガスコンロ持込可
","賃料

4.8万円
管理費
4,000円
敷金
なし
礼金
なし









間取図










","賃料

4.8万円
管理費
4,000円
敷金
なし
礼金
なし
"
"111","


ヴィラスモールパイン
ヴィラ・スモールパイン","所在地
〒606-0911　京都府京都市左京区松ケ崎泉川町
最寄り駅

京都市営烏丸線「松ヶ崎」駅 徒歩8分
京都市営烏丸線「北山」駅 徒歩19分
叡山電鉄叡山本線「一乗寺」駅 徒歩19分
間取り／面積

1R／17m2／6帖
契約年数
2年

更新料
なし
完成年月
1990年03月
向き
東
階数・全部屋数

地上2階
建　12部屋

物件種別
アパート
構造
鉄骨造
損害保険
要
各室専用設備
室内洗濯置場／ユニットバス／ガスコンロ設置可／エアコン／クローゼット／フローリング／バルコニー
共同設備
駐輪場／インターネット対応（無料）
取引様態
媒介
","2口ガスコンロ持込可
ユニットバス
エアコン
","賃料

3.7万円
管理費
3,000円
敷金
6万円
礼金
2万円









間取図










","賃料

3.7万円
管理費
3,000円
敷金
6万円
礼金
2万円
"
"112","


ピラーズキタヤマ
ピラーズ北山","所在地
〒606-0952　京都府京都市左京区松ケ崎木ノ本町
最寄り駅

京都市営烏丸線「松ヶ崎」駅 徒歩8分
叡山電鉄叡山本線「修学院」駅 徒歩13分
叡山電鉄叡山本線「一乗寺」駅 徒歩17分
間取り／面積

1K／18.4m2／6.5帖
契約年数
2年

更新料
なし
完成年月
1996年05月
向き
北
階数・全部屋数

地上3階
建　44部屋

物件種別
マンション
構造
鉄筋コンクリート造
損害保険
要
各室専用設備
室内洗濯置場／セパレート（バス・トイレ）／ガスコンロ／エアコン／インターフォン（TVモニター付)／フローリング／バルコニー／居室仕切ドア
共同設備
駐輪場／バイク置場
取引様態
媒介
","セパレート
モニター付インターフォン
室内洗濯機置場
","賃料

4.5万円～4.7万円
共益費
4,000円
敷金
5万円
礼金
なし
設備維持費
2,000円









間取図










","賃料

4.5万円～4.7万円
共益費
4,000円
敷金
5万円
礼金
なし
設備維持費
2,000円
"
"113","


クレールヴィルロクノツボ
クレールヴィル六ノ坪","所在地
〒606-0915　京都府京都市左京区松ケ崎六ノ坪町
最寄り駅

京都市営烏丸線「松ヶ崎」駅 徒歩4分
京都市営烏丸線「北山」駅 徒歩15分
叡山電鉄叡山本線「修学院」駅 徒歩16分
間取り／面積

1K／29.8m2／8帖
契約年数
2年

更新料
1ヶ月分
完成年月
2002年09月
向き
南
階数・全部屋数

地上2階
建　16部屋

物件種別
アパート
構造
木造
損害保険
要
各室専用設備
室内洗濯置場／セパレート（バス・トイレ）／ガスコンロ設置可／エアコン／インターフォン（TVモニター付)／クローゼット／シューズケース／フローリング／バルコニー／居室仕切ドア
取引様態
媒介
","室内洗濯機置場
モニター付インターフォン
広い居室
","賃料

5.1万円
管理費
3,000円
敷金
1ヶ月分
礼金
なし









間取図










","賃料

5.1万円
管理費
3,000円
敷金
1ヶ月分
礼金
なし
"
"114","


クラマダソウ
くらまだ荘","所在地
〒606-0956　京都府京都市左京区松ケ崎鞍馬田町
最寄り駅

京都市営烏丸線「松ヶ崎」駅 徒歩8分
叡山電鉄叡山本線「修学院」駅 徒歩11分
叡山電鉄叡山本線「一乗寺」駅 徒歩17分
間取り／面積

1K／19.6m2／7.7帖
契約年数
2年

更新料
なし
完成年月
1993年01月
向き
東
階数・全部屋数

地上3階
建　21部屋

物件種別
マンション
構造
鉄筋コンクリート造
損害保険
要
各室専用設備
セパレート（バス・トイレ）／ユニットバス   ／室外洗濯機置場／IHコンロ／エアコン／クローゼット／フローリング／バルコニー／居室仕切ドア
共同設備
オートロック／駐輪場
設備備考
コンビニ近い
取引様態
媒介
","セパレートタイプあり
モニター付インターフォン
オートロック
","賃料

4万円～6.4万円
ユニットバス（一部セパレート）
敷金
なし
礼金
1ヶ月分









間取図










","賃料

4万円～6.4万円
ユニットバス（一部セパレート）
敷金
なし
礼金
1ヶ月分
"
"115","


フルールキタヤマ
ふるーる北山","所在地
〒606-0914　京都府京都市左京区松ケ崎今海道町6丁目
最寄り駅

京都市営バス「松ヶ崎今海道町」停徒歩4分
京都市営烏丸線「松ヶ崎」駅 徒歩3分
京都市営烏丸線「北山」駅 徒歩12分
叡山電鉄叡山本線「修学院」駅 徒歩19分
間取り／面積

1K／25.3m2／11帖
契約年数
2年

更新料
1ヶ月分
完成年月
1994年10月
向き
南、北
階数・全部屋数

地上5階
建　14部屋

物件種別
マンション
構造
鉄筋コンクリート造
損害保険
要
各室専用設備
室内洗濯置場／セパレート（バス・トイレ）／エアコン／デジタルカードキー／クローゼット／シューズケース／フローリング／バルコニー／居室仕切ドア
共同設備
オートロック／エレベータ／駐輪場／BSアンテナ／インターネット対応（無料）
設備備考
コンビニ近い／給湯（ガス）
取引様態
媒介
","駅徒歩1分
2面採光
京都工芸繊維大徒歩圏内
","賃料

4.9万円～5.9万円
管理費
5,000円
敷金
なし
礼金
5.9万円




















","賃料

4.9万円～5.9万円
管理費
5,000円
敷金
なし
礼金
5.9万円
"
"116","


グランシャリオキタヤマ
グランシャリオ北山","所在地
〒606-0914　京都府京都市左京区松ケ崎今海道町
最寄り駅

京都市営烏丸線「松ヶ崎」駅 徒歩3分
叡山電鉄叡山本線「修学院」駅 徒歩19分
京都市営烏丸線「北山」駅 徒歩12分
間取り／面積

1K／25.7m2／7.7帖
契約年数
2年

更新料
なし
完成年月
2005年01月
向き
南
階数・全部屋数

地上5階
建　15部屋

物件種別
マンション
構造
鉄筋コンクリート造
損害保険
要
各室専用設備
室内洗濯置場／セパレート（バス・トイレ）／電化キッチン（IH）／エアコン／インターフォン（TVモニター付)／クローゼット／フローリング／バルコニー／居室仕切ドア
共同設備
オートロック／エレベータ／駐輪場／インターネット対応（無料）
取引様態
媒介
","独立洗面化粧台
「松ヶ崎」駅徒歩2分
ローソン徒歩3分
","賃料

5.9万円
管理費
5,500円
敷金
1ヶ月分
礼金
1ヶ月分









間取図










","賃料

5.9万円
管理費
5,500円
敷金
1ヶ月分
礼金
1ヶ月分
"
"117","


ハイツノジマ
ハイツノジマ","所在地
〒606-0856　京都府京都市左京区下鴨塚本町
最寄り駅

京都市営烏丸線「松ヶ崎」駅 徒歩12分
京都市営烏丸線「北山」駅 徒歩19分
叡山電鉄叡山本線「一乗寺」駅 自転車7分(約1.6km)
間取り／面積

1K／20m2／7帖
契約年数
2年

更新料
なし
完成年月
1989年03月
向き
南
階数・全部屋数

地上2階
建　6部屋

物件種別
アパート
構造
鉄骨造
損害保険
要
各室専用設備
ユニットバス   ／室外洗濯機置場／ガスコンロ設置可／エアコン／クローゼット／フローリング／バルコニー
共同設備
コインランドリー／光ケーブル
取引様態
媒介
","洗濯機置場
エアコン
駐輪場
","賃料

3.7万円
管理費
4,500円
敷金
5万円
礼金
なし









間取図










","賃料

3.7万円
管理費
4,500円
敷金
5万円
礼金
なし
"
"118","


シンザンソウ
新山荘","所在地
〒606-0967　京都府京都市左京区松ケ崎小竹薮町
最寄り駅

叡山電鉄叡山本線「修学院」駅 徒歩10分
叡山電鉄叡山本線「一乗寺」駅 徒歩11分
京都市営烏丸線「松ヶ崎」駅 徒歩14分
間取り／面積

1K／15m2／6帖
契約年数
2年

更新料
なし
完成年月
1980年02月
向き
南東
階数・全部屋数

地上3階
建　23部屋

物件種別
マンション
構造
鉄筋コンクリート造
損害保険
要
各室専用設備
室内洗濯置場／ユニットバス／ガスコンロ設置可／エアコン／クローゼット／フローリング／バルコニー
共同設備
防犯カメラ／駐輪場／バイク置場／インターネット対応（無料）
取引様態
媒介
","室内洗濯機置場
ガスコンロ持込可
エアコン
","賃料

3.1万円～3.2万円
管理費
3,000円
敷金
5万円
礼金
なし









間取図










","賃料

3.1万円～3.2万円
管理費
3,000円
敷金
5万円
礼金
なし
"
"119","


サンクシャンブル
サンクシャンブル","所在地
〒606-0853　京都府京都市左京区下鴨岸本町23-1
最寄り駅

京都市営烏丸線「松ヶ崎」駅 徒歩13分
京都市営烏丸線「北山」駅 徒歩16分
叡山電鉄叡山本線「一乗寺」駅 自転車8分(約1.8km)
間取り／面積

1R／20m2／6帖
契約年数
2年

更新料
なし
完成年月
1985年09月
向き
西
階数・全部屋数

地上2階
建　5部屋

物件種別
アパート
構造
木造
損害保険
要
各室専用設備
ユニットバス   ／室外洗濯機置場／ガスコンロ設置可／エアコン／インターフォン（TVモニター付)／クローゼット／フローリング
共同設備
オートロック／駐輪場（大型バイク可）
取引様態
媒介
","都市ガス
ユニットバス
駐輪場
","賃料

3.3万円
管理費
3,000円
敷金
1ヶ月分
礼金
なし









間取図










","賃料

3.3万円
管理費
3,000円
敷金
1ヶ月分
礼金
なし
"
