"","title","details","points","price_info","price_info2"
"43","


コーポクゼ
コーポ久世","所在地
〒603-8138　京都府京都市北区天寧寺門前町
最寄り駅

京都市営烏丸線「鞍馬口」駅 徒歩7分
京都市営烏丸線「北大路」駅 徒歩12分
京都市営烏丸線「今出川」駅 徒歩15分
間取り／面積

1LDK／31.5m2／16.5帖
契約年数
2年

更新料
1ヶ月分
完成年月
1986年02月
向き
西
階数・全部屋数

地上3階
建　7部屋

物件種別
マンション
構造
鉄骨造
損害保険
要
各室専用設備
セパレート（バス・トイレ）／温水洗浄便座／室外洗濯機置場／ガスコンロ設置可／エアコン／クローゼット／フローリング
共同設備
駐輪場(原付まで)
設備備考
給湯（ガス）／電気／都市ガス／水道（公営）／排水（公共下水）／専用トイレ（水洗）／洗面（浴室と一緒）
取引様態
媒介
","駅近
温水洗浄便座
バイク駐輪可
","賃料

6万円
管理費
3,000円
敷金
5万円
礼金
5万円









間取図










","賃料

6万円
管理費
3,000円
敷金
5万円
礼金
5万円
"
"44","


プランドールシンワ
プランドールSHINWA","所在地
〒602-8075　京都府京都市上京区下小川町185
最寄り駅

京都市営烏丸線「今出川」駅 徒歩13分
京都市営烏丸線「丸太町」駅 徒歩19分
京都地下鉄東西線「二条城前」駅 自転車8分(約1.8km)
間取り／面積

1K／23.4m2／6.7帖
契約年数
2年

更新料
5万円
完成年月
2013年03月
向き
西
階数・全部屋数

地上4階
建　42部屋

物件種別
マンション
構造
鉄筋コンクリート造
損害保険
要
各室専用設備
室内洗濯置場／セパレート（バス・トイレ）／洗面（浴室別）／浴室乾燥機／電化キッチン２口（IH+RH）／エアコン／インターフォン（TVモニター付)／フローリング／居室仕切ドア
共同設備
オートロック／防犯カメラ／駐輪場／BSアンテナ／インターネット対応（無料）
設備備考
オール電化／給湯（電気）
取引様態
媒介
","オール電化
独立洗面化粧台
浴室乾燥機
","賃料

6.7万円
管理費
6,000円
敷金
5万円
礼金
10万円




















","賃料

6.7万円
管理費
6,000円
敷金
5万円
礼金
10万円
"
"45","


コスモハイツカワラマチ
コスモハイツ河原町","所在地
〒602-0841　京都府京都市上京区梶井町
最寄り駅

京阪本線「出町柳」駅 徒歩6分
京都市営烏丸線「今出川」駅 徒歩16分
京阪本線「神宮丸太町」駅 徒歩18分
間取り／面積

1K／22m2
契約年数
1年

更新料
5.8万円
完成年月
1996年08月
向き
西
階数・全部屋数

地上5階
建　17部屋

物件種別
マンション
構造
鉄骨造
損害保険
要
各室専用設備
室内洗濯置場／セパレート（バス・トイレ）／エアコン／クローゼット／フローリング／バルコニー／居室仕切ドア
共同設備
オートロック／駐輪場／BSアンテナ
取引様態
媒介
","スーパー徒歩圏内
バス停徒歩圏内
1F管理会社
","賃料

5.1万円～5.8万円
共益費
2,500円
敷金
なし
礼金
1ヶ月分




















","賃料

5.1万円～5.8万円
共益費
2,500円
敷金
なし
礼金
1ヶ月分
"
"46","


グレースヒサ
グレースヒサ","所在地
〒603-8152　京都府京都市北区小山町225-5
最寄り駅

京都市営烏丸線「鞍馬口」駅 徒歩4分
京都市営烏丸線「今出川」駅 徒歩12分
京都市営烏丸線「北大路」駅 徒歩11分
間取り／面積

1K／19m2
契約年数
2年

更新料
1ヶ月分
完成年月
1988年08月
向き
西
階数・全部屋数

地上3階
建　0部屋

物件種別
マンション
構造
軽量気泡コンクリート造
損害保険
要
取引様態
媒介
","家賃リーズナブル
居室広々8帖
スーパーも徒歩圏内・お買物も便利
","賃料

3.8万円
管理費
3,000円
敷金
なし
礼金
5万円
設備維持費
2,000円




















","賃料

3.8万円
管理費
3,000円
敷金
なし
礼金
5万円
設備維持費
2,000円
"
"47","


ハウスセゾンクラマグチ
ハウスセゾン鞍馬口","所在地
〒603-8153　京都府京都市北区長乗東町199
最寄り駅

京都市営烏丸線「鞍馬口」駅 徒歩5分
京都市営烏丸線「北大路」駅 徒歩13分
間取り／面積

1K／20.6m2～23.8m2／7.5帖～9帖
契約年数
2年

更新料
1ヶ月分
完成年月
1995年03月
向き
東
階数・全部屋数

地上6階
建　42部屋

物件種別
マンション
構造
鉄筋コンクリート造
損害保険
要
各室専用設備
室内洗濯置場／セパレート（バス・トイレ）／ガスコンロ設置可／エアコン／シューズケース／バルコニー
共同設備
オートロック／エレベータ／駐輪場／バイク置場／BSアンテナ／CATV
設備備考
給湯（ガス）／電気／水道（公営）／専用トイレ（水洗）／洗面（浴室と一緒）
取引様態
媒介
","生活便利な立地
スーパー徒歩2分
コンビニ徒歩4分
","賃料

5万円
管理費
5,000円
敷金
5万円
礼金
5万円




















","賃料

5万円
管理費
5,000円
敷金
5万円
礼金
5万円
"
"48","


アクアレリストイマデガワ
アクアレリスト今出川","所在地
〒602-8434　京都府京都市上京区西船橋町
最寄り駅

京都市営烏丸線「今出川」駅 徒歩11分
京都市営烏丸線「鞍馬口」駅 自転車8分(約1.8km)
京都市営烏丸線「丸太町」駅 自転車10分(約2.2km)
間取り／面積

1R～1LDK／34.3m2～45.4m2／10.3帖～18帖
契約年数
2年

更新料
なし
完成年月
2009年02月
向き
南、北
階数・全部屋数

地上11階
建　47部屋

物件種別
マンション
構造
鉄骨鉄筋コンクリート造
損害保険
要
各室専用設備
室内洗濯置場／セパレート（バス・トイレ）／洗面（浴室別）／電化キッチン２口（IH）／エアコン／インターフォン／クローゼット／シューズケース／バルコニー
共同設備
オートロック／エレベータ／宅配ボックス／駐輪場（大型バイク可）／BSアンテナ／CSアンテナ／インターネット対応
設備備考
オール電化
取引様態
媒介
","2人入居可
広々居室
新耐震基準マンション
","賃料

7.5万円～12.3万円
管理費
8,000円
敷金
5万円～10万円
礼金
5万円～20万円




















","賃料

7.5万円～12.3万円
管理費
8,000円
敷金
5万円～10万円
礼金
5万円～20万円
"
"49","


グランド　バリューニシジン
GRAND　VALUE西陣","所在地
〒602-8413　京都府京都市上京区大北小路東町
最寄り駅

京都市営烏丸線「今出川」駅 徒歩13分
京都市営烏丸線「鞍馬口」駅 徒歩18分
京阪本線「出町柳」駅 自転車10分(約2.4km)
間取り／面積

1R／18.2m2／6帖
契約年数
2年

更新料
なし
完成年月
1984年02月
向き
南
階数・全部屋数

地上5階
建　0部屋

物件種別
マンション
構造
鉄骨造
損害保険
要
各室専用設備
IHコンロ／エアコン／クローゼット
共同設備
オートロック／コインランドリー／駐輪場
取引様態
媒介
","","賃料

3.7万円～4万円
共益費
3,500円
敷金
なし
礼金
なし


















","賃料

3.7万円～4万円
共益費
3,500円
敷金
なし
礼金
なし
"
"50","


グリーンヒルクラマグチ
グリーンヒル鞍馬口","所在地
〒603-8139　京都府京都市北区上善寺門前町331
最寄り駅

京都市営烏丸線「鞍馬口」駅 徒歩7分
間取り／面積

1DK／27m2
契約年数
2年

更新料
なし
完成年月
1992年03月
向き
南
階数・全部屋数

地上4階
建　0部屋

物件種別
マンション
構造
鉄筋コンクリート造
損害保険
要
各室専用設備
システムキッチン／ガスキッチン２口／エアコン／インターフォン／クローゼット／シューズケース／フローリング／バルコニー
共同設備
オートロック／駐輪場／BSアンテナ／光ケーブル
設備備考
電気
取引様態
媒介
","セパレート
敷金なし
2人入居可
","賃料

5.9万円
管理費
5,000円
敷金
なし
礼金
5万円




















","賃料

5.9万円
管理費
5,000円
敷金
なし
礼金
5万円
"
"51","


スタジオエフ
スタジオエフ","所在地
〒603-8151　京都府京都市北区小山下総町
最寄り駅

京都市営烏丸線「鞍馬口」駅 徒歩4分
京都市営烏丸線「今出川」駅 徒歩13分
京都市営烏丸線「北大路」駅 徒歩11分
間取り／面積

1K／27.8m2
契約年数
2年

更新料
1ヶ月分
完成年月
2018年03月
向き
東
階数・全部屋数

地上3階
建　8部屋

物件種別
マンション
構造
鉄筋コンクリート造
損害保険
要
各室専用設備
室内洗濯置場／独立洗面化粧台／追い焚き／セパレート（バス・トイレ）／温水洗浄便座／システムキッチン／IHコンロ／エアコン／インターフォン（TVモニター付)／ダブルロックキー／クローゼット／シューズケース／バルコニー／居室仕切ドア／角部屋
共同設備
オートロック／宅配ボックス／駐輪場／BSアンテナ／CSアンテナ／インターネット対応（無料）
設備備考
給湯（ガス）／電気／都市ガス／専用トイレ（水洗）
取引様態
媒介
","スーパーや100円均一も近いので、お買い物便利です
交通便利
充実設備
","賃料

6.7万円
管理費
4,000円
敷金
1ヶ月分
礼金
2ヶ月分




















","賃料

6.7万円
管理費
4,000円
敷金
1ヶ月分
礼金
2ヶ月分
"
"52","


ドルフソレイユクラマグチ
ドルフソレイユ鞍馬口","所在地
〒603-8154　京都府京都市北区長乗西町
最寄り駅

京都市営烏丸線「鞍馬口」駅 徒歩6分
京阪本線「出町柳」駅 自転車9分(約2.2km)
叡山電鉄叡山本線「出町柳」駅 自転車9分(約2.2km)
間取り／面積

1K／28.2m2／12.5帖
契約年数
2年

更新料
1ヶ月分
完成年月
2014年01月
向き
南
階数・全部屋数

地上4階
建　23部屋

物件種別
マンション
構造
鉄筋コンクリート造
損害保険
要
各室専用設備
シャワー／室内洗濯置場／独立洗面化粧台／セパレート（バス・トイレ）／洗面（浴室別）／温水洗浄便座／システムキッチン／専用台所／電化キッチン２口（IH）／エアコン／インターフォン（TVモニター付)／オートロック（指紋認証キー）／クローゼット／シューズケース／フローリング／バルコニー／角部屋
共同設備
オートロック／エレベータ／防犯カメラシステム／駐輪場／BSアンテナ／インターネット対応（無料）
設備備考
給湯（電気）／電気／水道（公営）／排水（公共下水）／専用トイレ（水洗）
取引様態
媒介
","築浅女子専用
ネット無料
防犯システム
","賃料

6.3万円～7.2万円
共益費
6,000円
敷金
5万円
礼金
15万円




















","賃料

6.3万円～7.2万円
共益費
6,000円
敷金
5万円
礼金
15万円
"
"53","


レタンドゥラメールシーケーファイヴ
レ・タン・ドゥ・ラ・メールCKⅤ","所在地
〒602-8435　京都府京都市上京区元伊佐町278-3
最寄り駅

京都市営烏丸線「今出川」駅 徒歩12分
京都市営烏丸線「鞍馬口」駅 自転車8分(約1.8km)
京都市営烏丸線「丸太町」駅 自転車10分(約2.3km)
間取り／面積

1K／17.9m2／6帖
契約年数
2年

更新料
なし
完成年月
1994年03月
向き
南
階数・全部屋数

地上9階
建　33部屋

物件種別
マンション
構造
鉄骨造
損害保険
要
各室専用設備
セパレート（バス・トイレ）／室外洗濯機置場／ガスコンロ／フローリング
共同設備
オートロック／エレベータ／駐輪場
設備備考
照明
取引様態
媒介
","洗濯機置場あり
大型コインランドリー
同志社大徒歩圏内
","賃料

4.6万円
管理費
5,000円
敷金
なし
礼金
1ヶ月分
設備維持費
2,000円




















","賃料

4.6万円
管理費
5,000円
敷金
なし
礼金
1ヶ月分
設備維持費
2,000円
"
"54","


トショウカン
登翔館","所在地
〒606-0801　京都府京都市左京区下鴨宮河町
最寄り駅

京都市営バス「新葵橋」停徒歩1分
京阪本線「出町柳」駅 徒歩6分
叡山電鉄叡山本線「出町柳」駅 徒歩6分
叡山電鉄叡山本線「元田中」駅 徒歩13分
間取り／面積

1R／17.6m2～21.9m2／6帖～10帖
契約年数
2年

更新料
なし
完成年月
1978年08月
向き
北、西、南
階数・全部屋数

地上5階
建　14部屋

物件種別
マンション
構造
鉄筋コンクリート造
損害保険
要
各室専用設備
ユニットバス   ／ガスコンロ設置可／電化キッチン（IH）／エアコン／インターフォン（TVモニター付)／ディンプルキー／バルコニー／居室照明器具
共同設備
コインランドリー／駐輪場
取引様態
媒介
","女子学生専用
モニター付インターフォン
家主近隣在住
","賃料

2.98万円～3.98万円
共益費
3,000円
敷金
7万円
礼金
なし
衛生費
650円 （税別）









1Rタイプ（17.6～21.9㎡）










","賃料

2.98万円～3.98万円
共益費
3,000円
敷金
7万円
礼金
なし
衛生費
650円 （税別）
"
"55","


サワラビテラス
sawarabi terrace","所在地
〒602-8215　京都府京都市上京区寺今町513
最寄り駅

京都市営烏丸線「今出川」駅 徒歩15分
京都市営烏丸線「鞍馬口」駅 自転車9分(約2.0km)
京都市営烏丸線「丸太町」駅 自転車10分(約2.3km)
間取り／面積

1K／27.5m2～30.9m2／8.2帖
契約年数
2年

更新料
なし
完成年月
2012年03月
向き
東
階数・全部屋数

地上5階
建　49部屋

物件種別
マンション
構造
鉄筋コンクリート造
損害保険
要
各室専用設備
セパレート（バス・トイレ）／洗面（浴室別）／温水洗浄便座／ガスコンロ／エアコン／インターフォン（TVモニター付)／ダブルロックキー／ウォークインクローゼット／フローリング／居室仕切ドア
共同設備
エレベータ／宅配ボックス／防犯カメラ／駐輪場／インターネット対応（無料）
取引様態
媒介
","セキュリティ充実
更新料ナシ
ダブルロックキー
","賃料

6.5万円～7万円
共益費
6,000円
敷金
なし
礼金
12万円




















","賃料

6.5万円～7万円
共益費
6,000円
敷金
なし
礼金
12万円
"
"56","


サワラビニョスイ
sawarabi如水","所在地
〒602-8231　京都府京都市上京区如水町
最寄り駅

京都市営烏丸線「今出川」駅 徒歩14分
間取り／面積

1R／19m2
契約年数
2年

更新料
なし
完成年月
1900年01月
向き
東
階数・全部屋数

地上4階
建　12部屋

物件種別
マンション
構造
鉄骨造
損害保険
要
各室専用設備
室内洗濯置場／ユニットバス   ／ガスコンロ設置可／エアコン／インターフォン（TVモニター付)／シューズケース／居室照明器具
共同設備
駐輪場(原付まで)
取引様態
媒介
","モニター付インターフォン
室内洗濯機置場
2口ガスコンロ持込可
","賃料

3.9万円～4.5万円
共益費
3,000円
敷金
なし
礼金
なし
備考

入会金60,000円




















","賃料

3.9万円～4.5万円
共益費
3,000円
敷金
なし
礼金
なし
備考

入会金60,000円
"
